Date,Close,(H-L)*100/L,PE_NIFTY50,crude close,crude (H-L)*100/L,gold close,gold (H-L)*100/L,euronext close,euronext (H-L)*100/L,nasdaq close,nasdaq (H-L)*100/L,sp500 close,sp500 (H-L)*100/L,treasury close,treasury (H-L)*100/L,usd_inr close,usd_inr (H-L)*100/L,(C-O)*100/O,crude (C-O)*100/O,gold (C-O)*100/O,euronext (C-O)*100/O,nasdaq (C-O)*100/O,sp500 (C-O)*100/O,treasury (C-O)*100/O,usd_inr (C-O)*100/O,(O2-O1)*100/O1,(C2-C1)*100/C1,(O2-C1)*100/C1,crude (O2-O1)*100/O1,crude (C2-C1)*100/C1,crude (O2-C1)*100/C1,gold (O2-O1)*100/O1,gold (C2-C1)*100/C1,gold (O2-C1)*100/C1,euronext (O2-O1)*100/O1,euronext (C2-C1)*100/C1,euronext (O2-C1)*100/C1,nasdaq (O2-O1)*100/O1,nasdaq (C2-C1)*100/C1,nasdaq (O2-C1)*100/C1,sp500 (O2-O1)*100/O1,sp500 (C2-C1)*100/C1,sp500 (O2-C1)*100/C1,treasury (O2-O1)*100/O1,treasury (C2-C1)*100/C1,treasury (O2-C1)*100/C1,usd_inr (O2-O1)*100/O1,usd_inr (C2-C1)*100/C1,usd_inr (O2-C1)*100/C1,output
2016-11-02,8514.0,0.5249991834394008,23.01,46.860001000000004,3.420826161790025,1306.800049,1.4515214071842308,864.4600220000002,0.7206787869248332,5105.569824,1.1601655559817292,2097.939941,0.8481380133715355,1.7990000000000002,2.7057497181510515,66.678497,0.3447453802816192,-0.33712372591412354,-2.3343038766152517,1.4360008768423251,-0.6150740980560676,-0.8103301693750731,-0.5446964995469594,0.0,-0.009748819367139115,-1.2752648574647751,-1.3012606868569754,-0.967398290102872,-0.7241919832736698,-3.0415910183492323,-0.7241919832736698,0.7035097049386652,1.5858228093440951,0.14770094562746028,-2.006488936743689,-1.300445774060266,-0.6896133088436507,-1.0094722420050497,-0.9315903366855504,-0.12225080244498975,-0.9043163187954506,-0.6525500629458225,-0.1084442554623144,-2.5988088792636588,-1.1538461538461495,-1.1538461538461495,0.029996249456276658,0.01950034213349383,0.02925201322656612,8484.950195
2016-11-03,8484.950195,0.7255652290608428,22.93,46.349998,3.2826043478261013,1302.099976,1.2273694087306053,862.599976,0.90308824678198,5058.410156,1.2177658098997846,2088.659912,0.8310871782113871,1.812,1.2735326688815052,66.777496,0.21909364074270687,-0.17529032495146035,-1.29898001062565,0.4396754006848136,-0.1250482827845234,-0.9068120992755112,-0.4831397352421107,-0.3848268279274425,-0.01124204469614698,-0.5027648660906436,-0.3412004345783481,-0.16620144467933695,-2.1258878699457973,-1.0883546502698516,0.21339734926597576,0.6287335785081671,-0.3596627505176975,-0.7958390427026951,-0.7047521888797759,-0.21516853904900435,-0.09023309119552404,-0.8272250932246372,-0.9236905894091318,-0.01703294695749591,-0.5039220710176262,-0.4423400698294833,0.04099774179378013,1.1117287381878782,0.7226236798220986,1.1117287381878782,0.14996776336411166,0.14847215287412396,0.1597321547304853,8433.75
2016-11-04,8433.75,1.2350822892175817,22.73,45.580002,3.2386844170947398,1303.300049,0.5089919217556861,856.6900019999998,0.9742997192739188,5046.370117,1.054733491205817,2085.179932,0.733280643156009,1.783,2.8232636928289034,66.684502,0.2100510064500849,-0.8214122514196619,-1.724879221110842,0.2538499230769098,-0.479775675102323,0.23756429510906066,0.06670024205830405,-0.8342602892102313,-0.0007437954785527445,0.04411842764875384,-0.6034236362420953,0.219794030270104,-1.2350894641203092,-1.661264365103099,0.06473139437892518,0.2776902139273618,0.09216442839408144,-0.16127609543861166,-0.331139545106951,-0.6851349599388379,-0.2063492985768356,-1.3769670365528786,-0.23802022035952494,-0.4744573741520819,-0.7151710334270089,-0.16661305078947694,-0.23315777604678845,-1.1544804837822942,-1.6004415011037332,-0.7726269315673218,-0.14974319684102344,-0.1392594894543575,-0.13851672425693184,8497.049805
2016-11-07,8497.049805,0.6413928367117183,22.67,46.150002,2.2036138782808745,1278.300049,1.2673042618337682,869.9400019999998,0.5999171247914825,5166.169922,0.910447586323615,2131.52002,1.4952899273130482,1.828,1.047409040793834,66.785301,0.14994601439657362,-0.453389508830504,0.17365313653137093,-1.0603677244582108,0.3009217885745041,0.7248929380589519,1.4724401574915946,0.6053935057787729,0.0,0.3780797836009597,0.7505534904401978,1.2094264117385567,-0.6683936897715848,1.2505484313054758,1.0750284741102067,-0.6153846153846176,-1.9182075546749224,-0.8670335743998671,0.756256818738188,1.5466504767263525,1.2419912658208077,1.8786724773959929,2.373979756189959,1.6372187351394007,0.8062256122532528,2.222354401596061,0.7390324337727128,1.0567296996662812,2.5238362310712192,1.9068984856982496,0.1504131408986531,0.15115806068404236,0.15115806068404236,8543.549805
2016-11-08,8543.549805,0.9351397466585976,22.57,46.040001000000004,2.3459745155454126,1273.400024,1.272390325437578,874.830017,0.6966876150009904,5193.490234000001,1.338505424563885,2139.560059,1.0976877202605315,1.862,3.0236393622869784,66.735001,0.5393221093396461,0.041566803278692,-0.43252809547889015,-0.8332647145848027,0.5055000442752533,0.7468491355438811,0.4526056073952178,2.139330773450343,0.0,0.04979058665026681,0.5472487635960199,0.5054718518270329,0.36900803125676784,-0.23835535261732546,0.1950162429028568,-0.6114569659442792,-0.38332354002749147,0.4537218788763342,0.35741597076537346,0.5621094545322558,0.05632468892953212,0.5069223923969801,0.5288310762613158,-0.21640186383321547,1.3962664190196872,0.3771974424148228,-0.07506840118723934,0.3302146395157024,1.859956236323845,-0.273522975929974,-0.07531597409436985,-0.07531597409436985,-0.07531597409436985,8432.0
2016-11-09,8432.0,5.922711674841441,22.48,46.360001000000004,5.76706928963886,1272.599976,3.8267697637795357,882.4500119999999,3.9901464691618265,5251.069824,2.238209711507433,2163.26001,2.1055354617627757,2.072,8.402489626556008,66.2295,1.1403926851327515,4.518128292531753,0.8922741916806309,0.031443563544031335,3.919124517617334,2.08423176088377,1.4871713731993808,5.876341338783875,0.0370032463710146,-5.5327868852459,-1.305661084046328,-5.5720375706289955,-0.6271647652610346,0.6950477694385837,-0.19548218515459406,-0.926721067083014,-0.06282770417161965,-0.09424163478733982,-2.4424721311274933,0.8710257823720591,-2.933145125494707,-0.21591449245798036,1.1086877495801506,-0.955626539452914,0.07700463210182917,1.1077020670818172,-0.3739086438049877,7.350521119034536,11.27819548872182,5.102040816326525,-0.7941844490269689,-0.7574750766842664,-0.7941844490269689,8525.75
2016-11-10,8525.75,1.031055001227199,22.7,45.84,2.9857322280072878,1265.5,2.7287919622510204,873.8800050000001,2.5294042671188066,5208.799805,3.058320131355164,2167.47998,1.4471254307543149,2.117,2.904162633107465,66.5075,1.2663892276077116,-0.3488897372967425,-1.6308970657037292,-0.6983697294720148,-1.4835828515498806,-1.413465656777224,-0.00046182450881282483,0.0,-0.05634984014876165,6.05019657886583,1.1118358633776193,1.4658397651802657,1.414574506755728,-1.1216587333550576,0.5176811795150726,0.1729345295345075,-0.5579110587693448,0.1414464901734469,4.459648334036781,-0.9711606191240896,0.5201389243111088,2.714306390893184,-0.8049791836095109,0.6172105320685128,1.6856166378373727,0.19507456248868404,0.19553729003662926,8.175779253960158,2.1718146718146647,2.1718146718146647,0.5135503205633718,0.4197525271970815,0.4763708015310231,8296.299805
2016-11-11,8296.299805,2.1201022319483176,22.02,44.43,3.5297511336018106,1221.199951,0.7889943663781707,867.75,1.4932496401302675,5218.399902,1.1239035023569488,2164.199951,0.6663101422915041,2.222,1.850159890360892,67.546799,0.966953725543962,-1.896147748648236,-2.9912663755458424,-4.794577765650576,-0.0115199634458496,0.5119607170712914,0.06889458257781644,4.9598488427019305,0.5011159128271991,-1.1565433461368737,-2.6912611207225097,-0.8104812949007556,-1.7167339792589775,-3.0759162303665044,-0.08726003490402423,0.6512849845960123,-3.500596523113386,1.359146582378501,-2.163375098748921,-0.7014698774347239,-0.6900294051241151,-1.734844389435919,0.18430535554054828,-0.32598643901998736,-0.22053292158457086,-0.151329148608792,-0.22007211342270905,0.0,4.9598488427019305,0.0,0.9993252986498112,1.5626793970604735,1.0562703454497724,8108.450195
2016-11-15,8108.450195,2.4137498800621326,21.37,46.950001,5.7743912264995645,1224.0,0.2862985685071484,872.6400150000002,0.728682372018663,5275.620117,0.9703520458343328,2180.389893,0.6674824260265666,2.238,1.8627896410722269,67.775497,0.4915023609064262,-2.129180640869744,4.963114241001576,-0.024507799394846156,0.2573519000730107,0.6538395329302116,0.5580366916955626,1.0383747178329683,-0.10980250876352347,-2.031546464104006,-2.2642577343551133,-0.13801569698697058,-2.3362445414847217,5.671845599819948,0.6752194463200523,-4.552892414438302,0.22928669442765506,0.2538567085153653,0.2938351178798815,0.5635280898876438,0.3053902621722893,0.9540060263847794,1.0965088163915837,0.4397937381380723,0.25801323804972576,0.7480797692708263,0.18898845266630548,4.6291922531884735,0.7200720072007227,-0.3150315031503204,0.9522377764058731,0.3385771100715029,0.4488724920924891,8111.600098000001
2016-11-16,8111.600098000001,1.4914567762952524,21.62,46.630001,2.78798573589798,1223.400024,0.5151307440719455,868.929993,1.2758341098641155,5294.580078,0.9091982502220429,2176.939941,0.3231755896490274,2.2230000000000003,3.3560090702947853,67.748001,0.7425141775377453,-1.1461650023885106,-0.7872319148936158,-0.4799499523976625,-0.7198093237162806,0.7773479879287004,-0.027098960388205477,-2.4572180781044173,0.02953579152797925,-0.955952391869197,0.03884716467694727,1.198751841134027,5.074893807288183,-0.6815761303178625,0.10649414043675254,0.4083966184665222,-0.04901764705882439,0.4330105392156725,0.5549122089638203,-0.4251491951122732,0.29679649746523484,0.2363920701410338,0.3593882914143753,-0.4147357564562748,0.4261417907108767,-0.15822638011099288,-0.13116296352232434,2.8893905191873515,-0.6702412868632601,1.831992850759612,-0.17980988002387344,-0.04056923404043289,-0.07008432560812182,8079.950195
