Date,Open,High,Low,Close,Adj Close,Volume
2007-09-17,719.099976,719.099976,719.099976,715.799988,715.799988,36.0
2007-09-18,715.799988,715.799988,715.799988,715.799988,715.799988,104.0
2007-09-19,724.599976,724.599976,724.599976,722.0,722.0,12.0
2007-09-20,732.400024,732.400024,732.400024,732.400024,732.400024,12.0
2007-09-21,731.400024,731.400024,731.400024,731.400024,731.400024,6.0
2007-09-24,732.099976,732.099976,732.099976,732.099976,732.099976,150.0
2007-09-25,731.599976,731.599976,731.599976,731.599976,731.599976,60.0
2007-09-26,728.299988,728.299988,728.299988,728.299988,728.299988,12901.0
2007-09-27,728.200012,735.5,727.400024,732.700012,732.700012,11841.0
2007-09-28,733.700012,745.700012,733.700012,742.799988,742.799988,2004.0
2007-10-01,745.099976,747.400024,741.799988,747.200012,747.200012,644.0
2007-10-02,746.5,746.5,726.5,729.799988,729.799988,319.0
2007-10-03,727.599976,732.5,726.700012,729.299988,729.299988,61.0
2007-10-04,725.099976,736.799988,724.299988,737.799988,737.799988,17.0
2007-10-05,731.0,741.700012,731.0,741.299988,741.299988,6.0
2007-10-08,735.200012,737.0,732.400024,732.799988,732.799988,88.0
2007-10-09,736.099976,736.5,735.5,737.400024,737.400024,44.0
2007-10-10,740.900024,741.0,740.700012,740.400024,740.400024,32.0
2007-10-11,747.400024,749.700012,746.0,751.299988,751.299988,180.0
2007-10-12,750.400024,750.400024,748.700012,748.700012,748.700012,371.0
2007-10-15,758.0,759.599976,757.900024,757.099976,757.099976,344.0
2007-10-16,762.400024,762.400024,756.099976,757.0,757.0,151.0
2007-10-17,760.0,760.0,757.0,757.5,757.5,45.0
2007-10-18,765.799988,765.799988,765.799988,764.099976,764.099976,9.0
2007-10-19,765.200012,765.200012,762.700012,764.0,764.0,7.0
2007-10-22,766.700012,766.700012,751.900024,755.799988,755.799988,60.0
2007-10-23,755.700012,756.0,756.0,759.0,759.0,7.0
2007-10-24,758.200012,758.200012,753.5,761.599976,761.599976,55.0
2007-10-25,767.900024,767.900024,767.900024,767.299988,767.299988,10.0
2007-10-26,771.400024,783.400024,771.400024,783.900024,783.900024,81.0
2007-10-29,793.799988,793.799988,787.299988,789.099976,789.099976,9.0
2007-10-30,785.5,785.5,780.700012,784.299988,784.299988,168.0
2007-10-31,789.299988,795.400024,789.299988,792.0,792.0,12.0
2007-11-01,785.299988,791.299988,785.299988,790.700012,790.700012,4.0
2007-11-02,794.099976,806.5,794.099976,805.700012,805.700012,4.0
2007-11-05,804.599976,804.599976,804.200012,808.099976,808.099976,17.0
2007-11-06,821.900024,825.299988,821.900024,820.799988,820.799988,4.0
2007-11-07,830.0,831.200012,830.0,831.0,831.0,3.0
2007-11-08,829.799988,841.2999880000001,829.799988,835.200012,835.200012,8.0
2007-11-09,835.700012,835.799988,831.700012,832.5,832.5,7.0
2007-11-12,803.900024,803.900024,798.700012,805.799988,805.799988,3.0
2007-11-13,804.299988,804.299988,800.0,797.200012,797.200012,6.0
2007-11-14,816.700012,817.0,816.700012,813.0,813.0,11.0
2007-11-15,794.5,794.5,793.700012,785.900024,785.900024,0.0
2007-11-16,785.700012,785.700012,785.700012,785.700012,785.700012,0.0
2007-11-19,777.599976,777.599976,777.599976,776.799988,776.799988,1.0
2007-11-20,792.900024,802.5,792.900024,790.299988,790.299988,5.0
2007-11-21,797.599976,797.599976,797.599976,797.599976,797.599976,5.0
2007-11-23,,,,,,
2007-11-26,826.0,826.0,826.0,826.0,826.0,6.0
2007-11-27,823.200012,824.799988,812.5,813.700012,813.700012,32.0
2007-11-28,800.099976,800.099976,800.099976,800.099976,800.099976,165342.0
2007-11-29,804.0,807.799988,791.900024,795.299988,795.299988,66669.0
2007-11-30,795.0,798.599976,778.400024,782.200012,782.200012,7212.0
2007-12-03,783.900024,794.599976,777.0,788.299988,788.299988,3728.0
2007-12-04,794.0,805.0,787.200012,801.299988,801.299988,925.0
2007-12-05,802.200012,803.900024,791.700012,797.5,797.5,389.0
2007-12-06,794.400024,804.799988,786.5,801.200012,801.200012,332.0
2007-12-07,800.700012,801.200012,792.0,794.400024,794.400024,218.0
2007-12-10,799.299988,809.700012,799.299988,807.700012,807.700012,274.0
2007-12-11,808.099976,812.0,796.0,811.400024,811.400024,347.0
2007-12-12,809.700012,815.900024,809.599976,813.5,813.5,291.0
2007-12-13,810.299988,810.299988,792.700012,799.0,799.0,200.0
2007-12-14,800.299988,803.5,789.599976,793.299988,793.299988,196.0
2007-12-17,793.5,794.5,788.400024,794.799988,794.799988,115.0
2007-12-18,793.0,804.799988,793.0,803.0,803.0,72.0
2007-12-19,799.200012,804.0,799.099976,801.099976,801.099976,68.0
2007-12-20,799.5,800.0,794.200012,799.200012,799.200012,114.0
2007-12-21,800.0,812.5,800.0,811.599976,811.599976,64.0
2007-12-24,,,,,,
2007-12-26,815.700012,826.900024,815.700012,826.0,826.0,36.0
2007-12-27,824.799988,832.5,824.799988,828.599976,828.599976,160.0
2007-12-28,826.599976,840.2000119999999,826.599976,839.599976,839.599976,107.0
2007-12-31,843.2000119999999,843.2000119999999,843.2000119999999,834.900024,834.900024,4.0
2008-01-02,848.7000119999999,857.7999880000001,846.400024,857.0,857.0,130.0
2008-01-03,863.0,865.5,856.2999880000001,866.400024,866.400024,181.0
2008-01-04,861.400024,865.5,860.2000119999999,863.099976,863.099976,28.0
2008-01-07,860.900024,860.900024,857.400024,859.599976,859.599976,4.0
2008-01-08,861.599976,879.400024,861.599976,878.0,878.0,21.0
2008-01-09,885.0,885.0,876.0,879.5,879.5,48.0
2008-01-10,882.0,891.400024,881.2000119999999,891.7000119999999,891.7000119999999,6.0
2008-01-11,889.7999880000001,899.7000119999999,889.7000119999999,896.099976,896.099976,183.0
2008-01-14,907.2999880000001,907.2999880000001,905.0,901.599976,901.599976,89.0
2008-01-15,887.599976,887.599976,887.599976,901.0,901.0,101.0
2008-01-16,880.5,885.7999880000001,880.5,880.599976,880.599976,102.0
2008-01-17,888.2000119999999,888.2000119999999,876.7999880000001,879.5,879.5,11.0
2008-01-18,871.7999880000001,886.7999880000001,871.0,880.7999880000001,880.7999880000001,30.0
2008-01-22,878.7000119999999,891.0,863.2000119999999,889.599976,889.599976,30.0
2008-01-23,885.0,895.7000119999999,880.0,882.5,882.5,49.0
2008-01-24,890.900024,906.599976,890.900024,905.5,905.5,6.0
2008-01-25,910.5,910.5,910.5,910.5,910.5,6.0
2008-01-28,916.599976,922.0,914.5,927.099976,927.099976,25.0
2008-01-29,925.0,925.0,925.0,925.099976,925.099976,157692.0
2008-01-30,924.400024,936.2999880000001,915.2999880000001,920.599976,920.599976,68820.0
2008-01-31,928.2000119999999,928.599976,918.2999880000001,922.7000119999999,922.7000119999999,4289.0
2008-02-01,924.7999880000001,936.2000119999999,903.7000119999999,908.7000119999999,908.7000119999999,2152.0
2008-02-04,903.7000119999999,912.0,892.5,904.900024,904.900024,1493.0
2008-02-05,905.099976,905.2000119999999,884.7000119999999,885.900024,885.900024,476.0
2008-02-06,887.900024,910.0,887.5,900.7000119999999,900.7000119999999,430.0
2008-02-07,900.599976,909.2999880000001,896.400024,906.099976,906.099976,463.0
2008-02-08,915.2999880000001,920.0,911.5,918.400024,918.400024,339.0
2008-02-11,920.7000119999999,926.900024,917.5,922.900024,922.900024,181.0
2008-02-12,921.0,924.7999880000001,904.2000119999999,907.400024,907.400024,278.0
2008-02-13,903.0,909.400024,897.2000119999999,906.5,906.5,89.0
2008-02-14,904.0,911.0,904.0,907.400024,907.400024,128.0
2008-02-15,910.099976,913.599976,898.7000119999999,902.7999880000001,902.7999880000001,128.0
2008-02-19,904.2999880000001,928.7999880000001,900.5,926.599976,926.599976,174.0
2008-02-20,926.5,945.0,919.599976,934.599976,934.599976,73.0
2008-02-21,940.099976,953.400024,940.099976,946.099976,946.099976,138.0
2008-02-22,944.900024,948.5,942.5,944.7000119999999,944.7000119999999,79.0
2008-02-25,946.5,948.900024,933.0,937.599976,937.599976,312.0
2008-02-26,931.2999880000001,949.0,931.2999880000001,946.099976,946.099976,224.0
