Time,PE_NIFTY50
"9 Jan, 2014, 03:30 PM",18.3
"10 Jan, 2014, 03:30 PM",18.24
"13 Jan, 2014, 03:30 PM",18.55
"14 Jan, 2014, 03:30 PM",18.44
"15 Jan, 2014, 03:30 PM",18.68
"16 Jan, 2014, 03:30 PM",18.63
"17 Jan, 2014, 03:30 PM",18.45
"20 Jan, 2014, 03:30 PM",18.35
"21 Jan, 2014, 03:30 PM",18.38
"22 Jan, 2014, 03:30 PM",18.45
"23 Jan, 2014, 03:30 PM",18.49
"24 Jan, 2014, 03:30 PM",18.25
"27 Jan, 2014, 03:30 PM",17.85
"28 Jan, 2014, 03:30 PM",17.82
"29 Jan, 2014, 03:30 PM",17.79
"30 Jan, 2014, 03:30 PM",17.65
"31 Jan, 2014, 03:30 PM",17.7
"3 Feb, 2014, 03:30 PM",17.34
"4 Feb, 2014, 03:30 PM",17.35
"5 Feb, 2014, 03:30 PM",17.41
"6 Feb, 2014, 03:30 PM",17.16
"7 Feb, 2014, 03:30 PM",17.25
"10 Feb, 2014, 03:30 PM",17.24
"11 Feb, 2014, 03:30 PM",17.26
"12 Feb, 2014, 03:30 PM",17.32
"13 Feb, 2014, 03:30 PM",17.09
"14 Feb, 2014, 03:30 PM",17.22
"17 Feb, 2014, 03:30 PM",17.28
"18 Feb, 2014, 03:30 PM",17.59
"19 Feb, 2014, 03:30 PM",17.59
"20 Feb, 2014, 03:30 PM",17.42
"21 Feb, 2014, 03:30 PM",17.33
"24 Feb, 2014, 03:30 PM",17.42
"25 Feb, 2014, 03:30 PM",17.46
"26 Feb, 2014, 03:30 PM",17.57
"28 Feb, 2014, 03:30 PM",17.67
"3 Mar, 2014, 03:30 PM",17.52
"4 Mar, 2014, 03:30 PM",17.73
"5 Mar, 2014, 03:30 PM",17.82
"6 Mar, 2014, 03:30 PM",18.02
"7 Mar, 2014, 03:30 PM",18.38
"10 Mar, 2014, 03:30 PM",18.41
"11 Mar, 2014, 03:30 PM",18.34
"12 Mar, 2014, 03:30 PM",18.35
"13 Mar, 2014, 03:30 PM",18.28
"14 Mar, 2014, 03:30 PM",18.31
"18 Mar, 2014, 03:30 PM",18.35
"19 Mar, 2014, 03:30 PM",18.38
"20 Mar, 2014, 03:30 PM",18.26
"21 Mar, 2014, 03:30 PM",18.29
"22 Mar, 2014, 03:30 PM",18.29
"24 Mar, 2014, 03:30 PM",18.54
"25 Mar, 2014, 03:30 PM",18.56
"26 Mar, 2014, 03:30 PM",18.59
"27 Mar, 2014, 03:30 PM",18.71
"28 Mar, 2014, 03:30 PM",18.84
"31 Mar, 2014, 03:30 PM",18.86
"1 Apr, 2014, 03:30 PM",18.91
"2 Apr, 2014, 03:30 PM",19
"3 Apr, 2014, 03:30 PM",18.95
"4 Apr, 2014, 03:30 PM",18.84
"7 Apr, 2014, 03:30 PM",18.84
"9 Apr, 2014, 03:30 PM",19.12
"10 Apr, 2014, 03:30 PM",19.12
"11 Apr, 2014, 03:30 PM",19.07
"15 Apr, 2014, 03:30 PM",18.95
"16 Apr, 2014, 03:30 PM",18.79
"17 Apr, 2014, 03:30 PM",19.04
"21 Apr, 2014, 03:30 PM",19.14
"22 Apr, 2014, 03:30 PM",19.13
"23 Apr, 2014, 03:30 PM",19.2
"25 Apr, 2014, 03:30 PM",19.04
"28 Apr, 2014, 03:30 PM",18.98
"29 Apr, 2014, 03:30 PM",18.88
"30 Apr, 2014, 03:30 PM",18.79
"2 May, 2014, 03:30 PM",18.72
"5 May, 2014, 03:30 PM",18.69
"6 May, 2014, 03:30 PM",18.74
"7 May, 2014, 03:30 PM",18.56
"8 May, 2014, 03:30 PM",18.52
"9 May, 2014, 03:30 PM",19.1
"12 May, 2014, 03:30 PM",19.47
"13 May, 2014, 03:30 PM",19.67
"14 May, 2014, 03:30 PM",19.67
"15 May, 2014, 03:30 PM",19.71
"16 May, 2014, 03:30 PM",19.93
"19 May, 2014, 03:30 PM",20.15
"20 May, 2014, 03:30 PM",20.21
"21 May, 2014, 03:30 PM",20.07
"22 May, 2014, 03:30 PM",20.14
"23 May, 2014, 03:30 PM",20.39
"26 May, 2014, 03:30 PM",20.32
"27 May, 2014, 03:30 PM",20.21
"28 May, 2014, 03:30 PM",20.22
"29 May, 2014, 03:30 PM",19.79
"30 May, 2014, 03:30 PM",19.82
"2 Jun, 2014, 03:30 PM",20.27
"3 Jun, 2014, 03:30 PM",20.46
"4 Jun, 2014, 03:30 PM",20.42
"5 Jun, 2014, 03:30 PM",20.6
"6 Jun, 2014, 03:30 PM",20.75
"9 Jun, 2014, 03:30 PM",20.85
"10 Jun, 2014, 03:30 PM",20.86
"11 Jun, 2014, 03:30 PM",20.78
"12 Jun, 2014, 03:30 PM",20.84
"13 Jun, 2014, 03:30 PM",20.55
"16 Jun, 2014, 03:30 PM",20.53
"17 Jun, 2014, 03:30 PM",20.76
"18 Jun, 2014, 03:30 PM",20.56
"19 Jun, 2014, 03:30 PM",20.52
"20 Jun, 2014, 03:30 PM",20.38
"23 Jun, 2014, 03:30 PM",20.33
"24 Jun, 2014, 03:30 PM",20.56
"25 Jun, 2014, 03:30 PM",20.53
"26 Jun, 2014, 03:30 PM",20.33
"27 Jun, 2014, 03:30 PM",20.37
"30 Jun, 2014, 03:30 PM",20.65
"1 Jul, 2014, 03:30 PM",20.71
"2 Jul, 2014, 03:30 PM",20.96
"3 Jul, 2014, 03:30 PM",20.93
"4 Jul, 2014, 03:30 PM",20.99
"7 Jul, 2014, 03:30 PM",21.08
"8 Jul, 2014, 03:30 PM",20.64
"9 Jul, 2014, 03:30 PM",20.54
"10 Jul, 2014, 03:30 PM",20.48
"11 Jul, 2014, 03:30 PM",20.12
"14 Jul, 2014, 03:30 PM",20.12
"15 Jul, 2014, 03:30 PM",20.31
"16 Jul, 2014, 03:30 PM",20.57
"17 Jul, 2014, 03:30 PM",20.62
"18 Jul, 2014, 03:30 PM",20.6
"21 Jul, 2014, 03:30 PM",20.58
"22 Jul, 2014, 03:30 PM",20.78
"23 Jul, 2014, 03:30 PM",20.82
"24 Jul, 2014, 03:30 PM",20.92
"25 Jul, 2014, 03:30 PM",20.79
"28 Jul, 2014, 03:30 PM",20.66
"30 Jul, 2014, 03:30 PM",20.78
"31 Jul, 2014, 03:30 PM",20.56
"1 Aug, 2014, 03:30 PM",20.05
"4 Aug, 2014, 03:30 PM",20.26
"5 Aug, 2014, 03:30 PM",20.43
"6 Aug, 2014, 03:30 PM",20.2
"7 Aug, 2014, 03:30 PM",20.14
"8 Aug, 2014, 03:30 PM",19.93
"11 Aug, 2014, 03:30 PM",20
"12 Aug, 2014, 03:30 PM",20.26
"13 Aug, 2014, 03:30 PM",20.31
"14 Aug, 2014, 03:30 PM",20.45
"18 Aug, 2014, 03:30 PM",20.57
"19 Aug, 2014, 03:30 PM",20.63
"20 Aug, 2014, 03:30 PM",20.58
"21 Aug, 2014, 03:30 PM",20.63
"22 Aug, 2014, 03:30 PM",20.69
"25 Aug, 2014, 03:30 PM",20.67
"26 Aug, 2014, 03:30 PM",20.67
"27 Aug, 2014, 03:30 PM",20.75
"28 Aug, 2014, 03:30 PM",20.8
"1 Sep, 2014, 03:30 PM",20.99
"2 Sep, 2014, 03:30 PM",21.14
"3 Sep, 2014, 03:30 PM",21.22
"4 Sep, 2014, 03:30 PM",21.17
"5 Sep, 2014, 03:30 PM",21.15
"8 Sep, 2014, 03:30 PM",21.73
"9 Sep, 2014, 03:30 PM",21.68
"10 Sep, 2014, 03:30 PM",21.52
"11 Sep, 2014, 03:30 PM",21.5
"12 Sep, 2014, 03:30 PM",21.55
"15 Sep, 2014, 03:30 PM",21.38
"16 Sep, 2014, 03:30 PM",21.09
"17 Sep, 2014, 03:30 PM",21.21
"18 Sep, 2014, 03:30 PM",21.58
"19 Sep, 2014, 03:30 PM",21.23
"22 Sep, 2014, 03:30 PM",21.3
"23 Sep, 2014, 03:30 PM",20.96
"24 Sep, 2014, 03:30 PM",20.92
"25 Sep, 2014, 03:30 PM",20.68
"26 Sep, 2014, 03:30 PM",20.83
"29 Sep, 2014, 03:30 PM",20.81
"30 Sep, 2014, 03:30 PM",20.82
"1 Oct, 2014, 03:30 PM",20.77
"7 Oct, 2014, 03:30 PM",20.53
"8 Oct, 2014, 03:30 PM",20.5
"9 Oct, 2014, 03:30 PM",20.81
"10 Oct, 2014, 03:30 PM",20.55
"13 Oct, 2014, 03:30 PM",20.47
"14 Oct, 2014, 03:30 PM",20.41
"16 Oct, 2014, 03:30 PM",20.13
"17 Oct, 2014, 03:30 PM",20.21
"20 Oct, 2014, 03:30 PM",20.47
"21 Oct, 2014, 03:30 PM",20.53
"22 Oct, 2014, 03:30 PM",20.65
"23 Oct, 2014, 03:30 PM",20.7
"27 Oct, 2014, 03:30 PM",20.64
"28 Oct, 2014, 03:30 PM",20.75
"29 Oct, 2014, 03:30 PM",20.92
"30 Oct, 2014, 03:30 PM",21.16
"31 Oct, 2014, 03:30 PM",21.58
"3 Nov, 2014, 03:30 PM",21.58
"5 Nov, 2014, 03:30 PM",21.54
"7 Nov, 2014, 03:30 PM",21.31
"10 Nov, 2014, 03:30 PM",21.24
"11 Nov, 2014, 03:30 PM",21.29
"12 Nov, 2014, 03:30 PM",21.33
"13 Nov, 2014, 03:30 PM",21.26
"14 Nov, 2014, 03:30 PM",21.35
"17 Nov, 2014, 03:30 PM",21.45
"18 Nov, 2014, 03:30 PM",21.47
"19 Nov, 2014, 03:30 PM",21.33
"20 Nov, 2014, 03:30 PM",21.51
"21 Nov, 2014, 03:30 PM",21.7
"24 Nov, 2014, 03:30 PM",21.78
"25 Nov, 2014, 03:30 PM",21.61
"26 Nov, 2014, 03:30 PM",21.65
"27 Nov, 2014, 03:30 PM",21.7
"28 Nov, 2014, 03:30 PM",21.94
"1 Dec, 2014, 03:30 PM",21.85
"2 Dec, 2014, 03:30 PM",21.77
"3 Dec, 2014, 03:30 PM",21.81
"4 Dec, 2014, 03:30 PM",21.87
"5 Dec, 2014, 03:30 PM",21.81
"8 Dec, 2014, 03:30 PM",21.56
"9 Dec, 2014, 03:30 PM",21.31
"10 Dec, 2014, 03:30 PM",21.35
"11 Dec, 2014, 03:30 PM",21.19
"12 Dec, 2014, 03:30 PM",21.01
"15 Dec, 2014, 03:30 PM",21
"16 Dec, 2014, 03:30 PM",20.61
"17 Dec, 2014, 03:30 PM",20.51
"18 Dec, 2014, 03:30 PM",20.85
"19 Dec, 2014, 03:30 PM",21.01
"22 Dec, 2014, 03:30 PM",21.27
"23 Dec, 2014, 03:30 PM",21.12
"24 Dec, 2014, 03:30 PM",20.88
"26 Dec, 2014, 03:30 PM",20.95
"29 Dec, 2014, 03:30 PM",21.07
"30 Dec, 2014, 03:30 PM",21.07
"31 Dec, 2014, 03:30 PM",21.16
"1 Jan, 2015, 03:30 PM",21.16
"2 Jan, 2015, 03:30 PM",21.45
"5 Jan, 2015, 03:30 PM",21.4
"6 Jan, 2015, 03:30 PM",20.76
"7 Jan, 2015, 03:30 PM",20.7
"8 Jan, 2015, 03:30 PM",21.04
"9 Jan, 2015, 03:30 PM",21.16
"12 Jan, 2015, 03:30 PM",21.27
"13 Jan, 2015, 03:30 PM",21.21
"14 Jan, 2015, 03:30 PM",21.14
"15 Jan, 2015, 03:30 PM",21.7
"16 Jan, 2015, 03:30 PM",21.75
"19 Jan, 2015, 03:30 PM",21.8
"20 Jan, 2015, 03:30 PM",22.16
"21 Jan, 2015, 03:30 PM",22.21
"22 Jan, 2015, 03:30 PM",22.25
"23 Jan, 2015, 03:30 PM",22.48
"27 Jan, 2015, 03:30 PM",22.67
"28 Jan, 2015, 03:30 PM",22.67
"29 Jan, 2015, 03:30 PM",22.84
"30 Jan, 2015, 03:30 PM",22.48
"2 Feb, 2015, 03:30 PM",22.51
"3 Feb, 2015, 03:30 PM",22.42
"4 Feb, 2015, 03:30 PM",22.53
"5 Feb, 2015, 03:30 PM",22.57
"6 Feb, 2015, 03:30 PM",22.44
"9 Feb, 2015, 03:30 PM",22.59
"10 Feb, 2015, 03:30 PM",22.69
"11 Feb, 2015, 03:30 PM",22.85
"12 Feb, 2015, 03:30 PM",23.07
"13 Feb, 2015, 03:30 PM",23.31
"16 Feb, 2015, 03:30 PM",23.22
"18 Feb, 2015, 03:30 PM",23.28
"19 Feb, 2015, 03:30 PM",23.76
"20 Feb, 2015, 03:30 PM",23.62
"23 Feb, 2015, 03:30 PM",23.41
"24 Feb, 2015, 03:30 PM",23.43
"25 Feb, 2015, 03:30 PM",23.44
"26 Feb, 2015, 03:30 PM",23.22
"27 Feb, 2015, 03:30 PM",23.65
"28 Feb, 2015, 03:30 PM",23.8
"2 Mar, 2015, 03:30 PM",23.95
"3 Mar, 2015, 03:30 PM",24.06
"4 Mar, 2015, 03:30 PM",23.86
"5 Mar, 2015, 03:30 PM",23.9
"9 Mar, 2015, 03:30 PM",23.48
"10 Mar, 2015, 03:30 PM",23.36
"11 Mar, 2015, 03:30 PM",23.32
"12 Mar, 2015, 03:30 PM",23.53
"13 Mar, 2015, 03:30 PM",23.18
"16 Mar, 2015, 03:30 PM",23.14
"17 Mar, 2015, 03:30 PM",23.39
"18 Mar, 2015, 03:30 PM",23.29
"19 Mar, 2015, 03:30 PM",23.15
"20 Mar, 2015, 03:30 PM",22.98
"23 Mar, 2015, 03:30 PM",22.92
"24 Mar, 2015, 03:30 PM",22.9
"25 Mar, 2015, 03:30 PM",22.87
"26 Mar, 2015, 03:30 PM",22.36
"27 Mar, 2015, 03:30 PM",22.3
"30 Mar, 2015, 03:30 PM",22.7
"31 Mar, 2015, 03:30 PM",22.7
"1 Apr, 2015, 03:30 PM",22.95
"6 Apr, 2015, 03:30 PM",23.18
"7 Apr, 2015, 03:30 PM",23.19
"8 Apr, 2015, 03:30 PM",23.33
"9 Apr, 2015, 03:30 PM",23.5
"10 Apr, 2015, 03:30 PM",23.51
"13 Apr, 2015, 03:30 PM",23.66
"15 Apr, 2015, 03:30 PM",23.43
"16 Apr, 2015, 03:30 PM",23.33
"17 Apr, 2015, 03:30 PM",23.06
"20 Apr, 2015, 03:30 PM",22.64
"21 Apr, 2015, 03:30 PM",22.44
"22 Apr, 2015, 03:30 PM",22.59
"23 Apr, 2015, 03:30 PM",22.5
"24 Apr, 2015, 03:30 PM",22.34
"27 Apr, 2015, 03:30 PM",22.26
"28 Apr, 2015, 03:30 PM",22.46
"29 Apr, 2015, 03:30 PM",22.29
"30 Apr, 2015, 03:30 PM",22.07
"4 May, 2015, 03:30 PM",22.47
"5 May, 2015, 03:30 PM",22.45
"6 May, 2015, 03:30 PM",21.71
"7 May, 2015, 03:30 PM",21.61
"8 May, 2015, 03:30 PM",21.92
"11 May, 2015, 03:30 PM",22.41
"12 May, 2015, 03:30 PM",21.92
"13 May, 2015, 03:30 PM",22.17
"14 May, 2015, 03:30 PM",22.14
"15 May, 2015, 03:30 PM",22.24
"18 May, 2015, 03:30 PM",22.57
"19 May, 2015, 03:30 PM",22.55
"20 May, 2015, 03:30 PM",22.69
"21 May, 2015, 03:30 PM",22.67
"22 May, 2015, 03:30 PM",22.94
"25 May, 2015, 03:30 PM",22.64
"26 May, 2015, 03:30 PM",22.55
"27 May, 2015, 03:30 PM",22.6
"28 May, 2015, 03:30 PM",22.61
"29 May, 2015, 03:30 PM",23.12
"1 Jun, 2015, 03:30 PM",23.25
"2 Jun, 2015, 03:30 PM",22.71
"3 Jun, 2015, 03:30 PM",22.41
"4 Jun, 2015, 03:30 PM",22.53
"5 Jun, 2015, 03:30 PM",22.49
"8 Jun, 2015, 03:30 PM",22.29
"9 Jun, 2015, 03:30 PM",22.23
"10 Jun, 2015, 03:30 PM",22.52
"11 Jun, 2015, 03:30 PM",22.08
"12 Jun, 2015, 03:30 PM",22.12
"15 Jun, 2015, 03:30 PM",22.21
"16 Jun, 2015, 03:30 PM",22.3
"17 Jun, 2015, 03:30 PM",22.43
"18 Jun, 2015, 03:30 PM",22.66
"19 Jun, 2015, 03:30 PM",22.79
"22 Jun, 2015, 03:30 PM",23.15
"23 Jun, 2015, 03:30 PM",23.23
"24 Jun, 2015, 03:30 PM",23.17
"25 Jun, 2015, 03:30 PM",23.27
"26 Jun, 2015, 03:30 PM",23.23
"29 Jun, 2015, 03:30 PM",23.05
"30 Jun, 2015, 03:30 PM",23.19
"1 Jul, 2015, 03:30 PM",23.43
"2 Jul, 2015, 03:30 PM",23.4
"3 Jul, 2015, 03:30 PM",23.52
"6 Jul, 2015, 03:30 PM",23.62
"7 Jul, 2015, 03:30 PM",23.59
"8 Jul, 2015, 03:30 PM",23.18
"9 Jul, 2015, 03:30 PM",23.08
"10 Jul, 2015, 03:30 PM",23.17
"13 Jul, 2015, 03:30 PM",23.45
"14 Jul, 2015, 03:30 PM",23.44
"15 Jul, 2015, 03:30 PM",23.63
"16 Jul, 2015, 03:30 PM",23.86
"17 Jul, 2015, 03:30 PM",23.87
"20 Jul, 2015, 03:30 PM",23.88
"21 Jul, 2015, 03:30 PM",23.68
"22 Jul, 2015, 03:30 PM",23.96
"23 Jul, 2015, 03:30 PM",23.84
"24 Jul, 2015, 03:30 PM",23.65
"27 Jul, 2015, 03:30 PM",23.21
"28 Jul, 2015, 03:30 PM",23.02
"29 Jul, 2015, 03:30 PM",23.08
"30 Jul, 2015, 03:30 PM",23.23
"31 Jul, 2015, 03:30 PM",23.53
"3 Aug, 2015, 03:30 PM",23.54
"4 Aug, 2015, 03:30 PM",23.48
"5 Aug, 2015, 03:30 PM",23.62
"6 Aug, 2015, 03:30 PM",23.67
"7 Aug, 2015, 03:30 PM",23.61
"10 Aug, 2015, 03:30 PM",23.54
"11 Aug, 2015, 03:30 PM",23.38
"12 Aug, 2015, 03:30 PM",23.1
"13 Aug, 2015, 03:30 PM",23.16
"14 Aug, 2015, 03:30 PM",23.69
"17 Aug, 2015, 03:30 PM",23.48
"18 Aug, 2015, 03:30 PM",23.45
"19 Aug, 2015, 03:30 PM",23.53
"20 Aug, 2015, 03:30 PM",23.19
"21 Aug, 2015, 03:30 PM",22.99
"24 Aug, 2015, 03:30 PM",21.63
"25 Aug, 2015, 03:30 PM",21.83
"26 Aug, 2015, 03:30 PM",21.59
"27 Aug, 2015, 03:30 PM",22.02
"28 Aug, 2015, 03:30 PM",22.17
"31 Aug, 2015, 03:30 PM",22.08
"1 Sep, 2015, 03:30 PM",21.57
"2 Sep, 2015, 03:30 PM",21.38
"3 Sep, 2015, 03:30 PM",21.68
"4 Sep, 2015, 03:30 PM",21.21
"7 Sep, 2015, 03:30 PM",20.95
"8 Sep, 2015, 03:30 PM",21.31
"9 Sep, 2015, 03:30 PM",21.67
"10 Sep, 2015, 03:30 PM",21.59
"11 Sep, 2015, 03:30 PM",21.59
"14 Sep, 2015, 03:30 PM",21.82
"15 Sep, 2015, 03:30 PM",21.7
"16 Sep, 2015, 03:30 PM",21.89
"18 Sep, 2015, 03:30 PM",22.12
"21 Sep, 2015, 03:30 PM",22.11
"22 Sep, 2015, 03:30 PM",21.65
"23 Sep, 2015, 03:30 PM",21.75
"24 Sep, 2015, 03:30 PM",21.81
"28 Sep, 2015, 03:30 PM",21.78
"29 Sep, 2015, 03:30 PM",21.91
"30 Sep, 2015, 03:30 PM",22.21
"1 Oct, 2015, 03:30 PM",22.21
"5 Oct, 2015, 03:30 PM",22.68
"6 Oct, 2015, 03:30 PM",22.78
"7 Oct, 2015, 03:30 PM",22.84
"8 Oct, 2015, 03:30 PM",22.71
"9 Oct, 2015, 03:30 PM",22.88
"12 Oct, 2015, 03:30 PM",22.73
"13 Oct, 2015, 03:30 PM",22.25
"14 Oct, 2015, 03:30 PM",22.16
"15 Oct, 2015, 03:30 PM",22.35
"16 Oct, 2015, 03:30 PM",22.51
"19 Oct, 2015, 03:30 PM",22.61
"20 Oct, 2015, 03:30 PM",22.51
"21 Oct, 2015, 03:30 PM",22.48
"23 Oct, 2015, 03:30 PM",22.55
"26 Oct, 2015, 03:30 PM",22.45
"27 Oct, 2015, 03:30 PM",22.39
"28 Oct, 2015, 03:30 PM",22.2
"29 Oct, 2015, 03:30 PM",22.19
"30 Oct, 2015, 03:30 PM",22.06
"2 Nov, 2015, 03:30 PM",21.98
"3 Nov, 2015, 03:30 PM",22.02
"4 Nov, 2015, 03:30 PM",21.87
"5 Nov, 2015, 03:30 PM",21.58
"6 Nov, 2015, 03:30 PM",21.57
"9 Nov, 2015, 03:30 PM",21.41
"10 Nov, 2015, 03:30 PM",21.05
"11 Nov, 2015, 03:30 PM",21.17
"13 Nov, 2015, 03:30 PM",20.97
"16 Nov, 2015, 03:30 PM",21.11
"17 Nov, 2015, 03:30 PM",21.19
"18 Nov, 2015, 03:30 PM",20.9
"19 Nov, 2015, 03:30 PM",21.2
"20 Nov, 2015, 03:30 PM",21.24
"23 Nov, 2015, 03:30 PM",21.22
"24 Nov, 2015, 03:30 PM",21.17
"26 Nov, 2015, 03:30 PM",21.31
"27 Nov, 2015, 03:30 PM",21.47
"30 Nov, 2015, 03:30 PM",21.45
"1 Dec, 2015, 03:30 PM",21.51
"2 Dec, 2015, 03:30 PM",21.44
"3 Dec, 2015, 03:30 PM",21.26
"4 Dec, 2015, 03:30 PM",21.04
"7 Dec, 2015, 03:30 PM",20.99
"8 Dec, 2015, 03:30 PM",20.82
"9 Dec, 2015, 03:30 PM",20.58
"10 Dec, 2015, 03:30 PM",20.77
"11 Dec, 2015, 03:30 PM",20.57
"14 Dec, 2015, 03:30 PM",20.69
"15 Dec, 2015, 03:30 PM",20.82
"16 Dec, 2015, 03:30 PM",20.96
"17 Dec, 2015, 03:30 PM",21.21
"18 Dec, 2015, 03:30 PM",20.99
"21 Dec, 2015, 03:30 PM",21.19
"22 Dec, 2015, 03:30 PM",21.06
"23 Dec, 2015, 03:30 PM",21.27
"24 Dec, 2015, 03:30 PM",21.26
"28 Dec, 2015, 03:30 PM",21.43
"29 Dec, 2015, 03:30 PM",21.44
"30 Dec, 2015, 03:30 PM",21.35
"31 Dec, 2015, 03:30 PM",21.49
"1 Jan, 2016, 03:30 PM",21.53
"4 Jan, 2016, 03:30 PM",21.07
"5 Jan, 2016, 03:30 PM",21.05
"6 Jan, 2016, 03:30 PM",20.93
"7 Jan, 2016, 03:30 PM",20.47
"8 Jan, 2016, 03:30 PM",20.56
"11 Jan, 2016, 03:30 PM",20.46
"12 Jan, 2016, 03:30 PM",20.31
"13 Jan, 2016, 03:30 PM",20.45
"14 Jan, 2016, 03:30 PM",20.38
"15 Jan, 2016, 03:30 PM",20.12
"18 Jan, 2016, 03:30 PM",19.86
"19 Jan, 2016, 03:30 PM",20.08
"20 Jan, 2016, 03:30 PM",19.74
"21 Jan, 2016, 03:30 PM",19.65
"22 Jan, 2016, 03:30 PM",20.01
"25 Jan, 2016, 03:30 PM",20.04
"27 Jan, 2016, 03:30 PM",20.05
"28 Jan, 2016, 03:30 PM",19.85
"29 Jan, 2016, 03:30 PM",20.22
"1 Feb, 2016, 03:30 PM",20.22
"2 Feb, 2016, 03:30 PM",19.9
"3 Feb, 2016, 03:30 PM",19.65
"4 Feb, 2016, 03:30 PM",19.76
"5 Feb, 2016, 03:30 PM",19.99
"8 Feb, 2016, 03:30 PM",19.69
"9 Feb, 2016, 03:30 PM",19.46
"10 Feb, 2016, 03:30 PM",19.27
"11 Feb, 2016, 03:30 PM",18.65
"12 Feb, 2016, 03:30 PM",18.67
"15 Feb, 2016, 03:30 PM",19.32
"16 Feb, 2016, 03:30 PM",19.01
"17 Feb, 2016, 03:30 PM",19.18
"18 Feb, 2016, 03:30 PM",19.44
"19 Feb, 2016, 03:30 PM",19.5
"22 Feb, 2016, 03:30 PM",19.56
"23 Feb, 2016, 03:30 PM",19.23
"24 Feb, 2016, 03:30 PM",18.98
"25 Feb, 2016, 03:30 PM",18.85
"26 Feb, 2016, 03:30 PM",19.01
"29 Feb, 2016, 03:30 PM",18.9
"1 Mar, 2016, 03:30 PM",19.53
"2 Mar, 2016, 03:30 PM",19.93
"3 Mar, 2016, 03:30 PM",20.22
"4 Mar, 2016, 03:30 PM",20.24
"8 Mar, 2016, 03:30 PM",20.2
"9 Mar, 2016, 03:30 PM",20.33
"10 Mar, 2016, 03:30 PM",20.2
"11 Mar, 2016, 03:30 PM",20.27
"14 Mar, 2016, 03:30 PM",20.35
"15 Mar, 2016, 03:30 PM",20.14
"16 Mar, 2016, 03:30 PM",20.24
"17 Mar, 2016, 03:30 PM",20.28
"18 Mar, 2016, 03:30 PM",20.52
"21 Mar, 2016, 03:30 PM",20.79
"22 Mar, 2016, 03:30 PM",20.82
"23 Mar, 2016, 03:30 PM",20.83
"28 Mar, 2016, 03:30 PM",20.55
"29 Mar, 2016, 03:30 PM",20.5
"30 Mar, 2016, 03:30 PM",20.88
"31 Mar, 2016, 03:30 PM",20.89
"1 Apr, 2016, 03:30 PM",21.19
"4 Apr, 2016, 03:30 PM",21.31
"5 Apr, 2016, 03:30 PM",20.88
"6 Apr, 2016, 03:30 PM",20.91
"7 Apr, 2016, 03:30 PM",20.73
"8 Apr, 2016, 03:30 PM",20.75
"11 Apr, 2016, 03:30 PM",21.07
"12 Apr, 2016, 03:30 PM",21.17
"13 Apr, 2016, 03:30 PM",21.56
"18 Apr, 2016, 03:30 PM",21.68
"20 Apr, 2016, 03:30 PM",21.59
"21 Apr, 2016, 03:30 PM",21.59
"22 Apr, 2016, 03:30 PM",21.55
"25 Apr, 2016, 03:30 PM",21.4
"26 Apr, 2016, 03:30 PM",21.6
"27 Apr, 2016, 03:30 PM",21.66
"28 Apr, 2016, 03:30 PM",21.3
"29 Apr, 2016, 03:30 PM",21.24
"2 May, 2016, 03:30 PM",21.25
"3 May, 2016, 03:30 PM",21.08
"4 May, 2016, 03:30 PM",20.88
"5 May, 2016, 03:30 PM",20.96
"6 May, 2016, 03:30 PM",20.91
"9 May, 2016, 03:30 PM",21.24
"10 May, 2016, 03:30 PM",21.3
"11 May, 2016, 03:30 PM",21.19
"12 May, 2016, 03:30 PM",21.33
"13 May, 2016, 03:30 PM",21.1
"16 May, 2016, 03:30 PM",21.54
"17 May, 2016, 03:30 PM",21.62
"18 May, 2016, 03:30 PM",21.57
"19 May, 2016, 03:30 PM",21.33
"20 May, 2016, 03:30 PM",21.19
"23 May, 2016, 03:30 PM",21.13
"24 May, 2016, 03:30 PM",21.16
"25 May, 2016, 03:30 PM",22.07
"26 May, 2016, 03:30 PM",22.39
"27 May, 2016, 03:30 PM",22.66
"30 May, 2016, 03:30 PM",22.69
"31 May, 2016, 03:30 PM",22.6
"1 Jun, 2016, 03:30 PM",22.65
"2 Jun, 2016, 03:30 PM",22.76
"3 Jun, 2016, 03:30 PM",22.77
"6 Jun, 2016, 03:30 PM",22.71
"7 Jun, 2016, 03:30 PM",22.69
"8 Jun, 2016, 03:30 PM",22.71
"9 Jun, 2016, 03:30 PM",22.52
"10 Jun, 2016, 03:30 PM",22.43
"13 Jun, 2016, 03:30 PM",22.26
"14 Jun, 2016, 03:30 PM",22.26
"15 Jun, 2016, 03:30 PM",22.53
"16 Jun, 2016, 03:30 PM",22.35
"17 Jun, 2016, 03:30 PM",22.43
"20 Jun, 2016, 03:30 PM",22.62
"21 Jun, 2016, 03:30 PM",22.56
"22 Jun, 2016, 03:30 PM",22.52
"23 Jun, 2016, 03:30 PM",22.7
"24 Jun, 2016, 03:30 PM",22.2
"27 Jun, 2016, 03:30 PM",22.22
"28 Jun, 2016, 03:30 PM",22.31
"29 Jun, 2016, 03:30 PM",22.52
"30 Jun, 2016, 03:30 PM",22.75
"1 Jul, 2016, 03:30 PM",22.86
"4 Jul, 2016, 03:30 PM",22.98
"5 Jul, 2016, 03:30 PM",22.88
"7 Jul, 2016, 03:30 PM",22.89
