Date,Open,Close,(H-L)*100/L,PE_NIFTY50,crude open,crude close,crude (H-L)*100/L,gold open,gold close,gold (H-L)*100/L,euronext open,euronext close,euronext (H-L)*100/L,nasdaq open,nasdaq close,nasdaq (H-L)*100/L,sp500 open,sp500 close,sp500 (H-L)*100/L,treasury open,treasury close,treasury (H-L)*100/L,usd_inr open,usd_inr close,usd_inr (H-L)*100/L,is_nifty_pe_imputed,crude is_holiday,gold is_holiday,euronext is_holiday,nasdaq is_holiday,sp500 is_holiday,treasury is_holiday,(C-O)*100/O,crude (C-O)*100/O,gold (C-O)*100/O,euronext (C-O)*100/O,nasdaq (C-O)*100/O,sp500 (C-O)*100/O,treasury (C-O)*100/O,usd_inr (C-O)*100/O,(O2-O1)*100/O1,(C2-C1)*100/C1,(O2-C1)*100/C1,crude (O2-O1)*100/O1,crude (C2-C1)*100/C1,crude (O2-C1)*100/C1,gold (O2-O1)*100/O1,gold (C2-C1)*100/C1,gold (O2-C1)*100/C1,euronext (O2-O1)*100/O1,euronext (C2-C1)*100/C1,euronext (O2-C1)*100/C1,nasdaq (O2-O1)*100/O1,nasdaq (C2-C1)*100/C1,nasdaq (O2-C1)*100/C1,sp500 (O2-O1)*100/O1,sp500 (C2-C1)*100/C1,sp500 (O2-C1)*100/C1,treasury (O2-O1)*100/O1,treasury (C2-C1)*100/C1,treasury (O2-C1)*100/C1,usd_inr (O2-O1)*100/O1,usd_inr (C2-C1)*100/C1,usd_inr (O2-C1)*100/C1
2016-11-02,8542.799805,8514.0,0.5249991834394008,23.01,47.98,46.860001,3.420826161790025,1288.300049,1306.800049,1.4515214071842308,869.8099980000001,864.4600220000001,0.7206787869248332,5147.279785,5105.569824,1.1601655559817292,2109.429932,2097.939941,0.8481380133715355,1.7990000000000002,1.7990000000000002,2.7057497181510515,66.684998,66.678497,0.34474538028161916,0,0,0,0,0,0,0,-0.33712372591412354,-2.3343038766152513,1.436000876842325,-0.6150740980560676,-0.8103301693750731,-0.5446964995469594,0.0,-0.009748819367139117,-1.2752648574647751,-1.3012606868569754,-0.9673982901028721,-0.7241919832736698,-3.0415910183492323,-0.7241919832736698,0.7035097049386652,1.5858228093440951,0.14770094562746028,-2.006488936743689,-1.300445774060266,-0.6896133088436507,-1.0094722420050495,-0.9315903366855505,-0.12225080244498976,-0.9043163187954506,-0.6525500629458225,-0.1084442554623144,-2.5988088792636588,-1.1538461538461497,-1.1538461538461497,0.029996249456276658,0.01950034213349383,0.02925201322656612
2016-11-03,8499.849609,8484.950195,0.7255652290608428,22.93,46.959999,46.349998,3.2826043478261013,1296.400024,1302.099976,1.2273694087306053,863.679993,862.599976,0.9030882467819801,5104.700195,5058.410156,1.2177658098997846,2098.800049,2088.659912,0.8310871782113871,1.819,1.8119999999999998,1.2735326688815052,66.785004,66.777496,0.21909364074270687,0,0,0,0,0,0,0,-0.17529032495146035,-1.29898001062565,0.4396754006848136,-0.1250482827845234,-0.9068120992755113,-0.48313973524211073,-0.3848268279274425,-0.01124204469614698,-0.5027648660906436,-0.34120043457834814,-0.16620144467933695,-2.1258878699457973,-1.0883546502698516,0.21339734926597576,0.6287335785081671,-0.35966275051769747,-0.7958390427026951,-0.7047521888797759,-0.21516853904900435,-0.09023309119552403,-0.8272250932246372,-0.9236905894091318,-0.01703294695749591,-0.5039220710176262,-0.44234006982948326,0.04099774179378013,1.1117287381878782,0.7226236798220986,1.1117287381878782,0.14996776336411166,0.14847215287412396,0.1597321547304853
2016-11-04,8503.599609,8433.75,1.2350822892175817,22.73,46.380001,45.580002,3.2386844170947393,1300.0,1303.300049,0.508991921755686,860.820007,856.6900019999999,0.9742997192739189,5034.410156,5046.370117,1.054733491205817,2083.790039,2085.179932,0.733280643156009,1.798,1.7830000000000001,2.8232636928289034,66.684998,66.684502,0.2100510064500849,0,0,0,0,0,0,0,-0.821412251419662,-1.7248792211108421,0.2538499230769098,-0.479775675102323,0.23756429510906063,0.06670024205830405,-0.8342602892102313,-0.0007437954785527445,0.044118427648753844,-0.6034236362420953,0.21979403027010402,-1.2350894641203092,-1.661264365103099,0.06473139437892517,0.2776902139273618,0.09216442839408145,-0.16127609543861166,-0.331139545106951,-0.6851349599388379,-0.2063492985768356,-1.3769670365528786,-0.23802022035952497,-0.4744573741520819,-0.7151710334270089,-0.16661305078947697,-0.23315777604678845,-1.1544804837822942,-1.6004415011037332,-0.7726269315673218,-0.14974319684102344,-0.1392594894543575,-0.13851672425693184
2016-11-07,8535.75,8497.049805,0.6413928367117183,22.67,46.07,46.150002,2.2036138782808745,1292.0,1278.300049,1.2673042618337682,867.330017,869.9400019999999,0.5999171247914825,5128.990234000001,5166.169922,0.910447586323615,2100.590088,2131.52002,1.4952899273130482,1.817,1.828,1.0474090407938341,66.785301,66.785301,0.14994601439657362,0,0,0,0,0,0,0,-0.453389508830504,0.17365313653137093,-1.060367724458211,0.30092178857450413,0.7248929380589519,1.4724401574915946,0.6053935057787729,0.0,0.37807978360095973,0.7505534904401978,1.2094264117385567,-0.6683936897715848,1.250548431305476,1.0750284741102067,-0.6153846153846176,-1.9182075546749222,-0.867033574399867,0.756256818738188,1.5466504767263523,1.2419912658208077,1.8786724773959929,2.373979756189959,1.6372187351394007,0.806225612253253,2.2223544015960606,0.7390324337727128,1.0567296996662812,2.5238362310712192,1.9068984856982496,0.1504131408986531,0.15115806068404236,0.15115806068404236
2016-11-08,8540.0,8543.549805,0.9351397466585976,22.57,46.240002,46.040001,2.3459745155454126,1284.099976,1273.400024,1.272390325437578,870.429993,874.830017,0.6966876150009904,5154.990234000001,5193.490234000001,1.338505424563885,2129.919922,2139.560059,1.0976877202605317,1.8230000000000002,1.8619999999999999,3.0236393622869784,66.735001,66.735001,0.5393221093396461,0,0,0,0,0,0,0,0.041566803278692,-0.43252809547889015,-0.8332647145848027,0.5055000442752533,0.7468491355438811,0.4526056073952178,2.139330773450343,0.0,0.04979058665026681,0.5472487635960199,0.5054718518270329,0.36900803125676784,-0.23835535261732543,0.1950162429028568,-0.6114569659442792,-0.38332354002749147,0.4537218788763342,0.35741597076537346,0.5621094545322558,0.05632468892953213,0.5069223923969801,0.5288310762613158,-0.21640186383321547,1.3962664190196872,0.3771974424148228,-0.07506840118723934,0.3302146395157024,1.8599562363238453,-0.273522975929974,-0.07531597409436985,-0.07531597409436985,-0.07531597409436985
2016-11-09,8067.5,8432.0,5.922711674841441,22.48,45.950001,46.360001,5.76706928963886,1272.199951,1272.599976,3.826769763779536,849.169983,882.4500119999999,3.990146469161826,5143.8598630000015,5251.069824,2.238209711507433,2131.560059,2163.26001,2.1055354617627753,1.9569999999999999,2.072,8.402489626556008,66.20500200000001,66.2295,1.1403926851327517,0,0,0,0,0,0,0,4.518128292531753,0.8922741916806309,0.03144356354403133,3.919124517617334,2.08423176088377,1.4871713731993808,5.876341338783875,0.0370032463710146,-5.5327868852458995,-1.3056610840463279,-5.572037570628996,-0.6271647652610346,0.6950477694385837,-0.19548218515459403,-0.9267210670830139,-0.06282770417161965,-0.09424163478733982,-2.4424721311274933,0.8710257823720591,-2.933145125494707,-0.21591449245798033,1.1086877495801506,-0.955626539452914,0.07700463210182917,1.1077020670818172,-0.3739086438049877,7.3505211190345365,11.27819548872182,5.102040816326525,-0.7941844490269689,-0.7574750766842664,-0.7941844490269689
2016-11-10,8555.599609,8525.75,1.031055001227199,22.7,46.599998,45.84,2.9857322280072873,1274.400024,1265.5,2.7287919622510204,887.0399779999999,873.8800050000001,2.5294042671188066,5283.47998,5208.799805,3.0583201313551633,2167.48999,2167.47998,1.4471254307543147,2.117,2.117,2.9041626331074655,66.54499799999999,66.5075,1.2663892276077116,0,0,0,0,0,0,0,-0.34888973729674255,-1.6308970657037292,-0.6983697294720148,-1.4835828515498806,-1.4134656567772241,-0.0004618245088128248,0.0,-0.056349840148761654,6.05019657886583,1.1118358633776193,1.4658397651802657,1.414574506755728,-1.1216587333550576,0.5176811795150726,0.1729345295345075,-0.5579110587693448,0.1414464901734469,4.459648334036781,-0.9711606191240896,0.5201389243111088,2.714306390893184,-0.804979183609511,0.6172105320685128,1.6856166378373727,0.19507456248868404,0.19553729003662923,8.175779253960158,2.1718146718146647,2.1718146718146647,0.5135503205633718,0.41975252719708145,0.47637080153102307
2016-11-11,8456.650391,8296.299805,2.1201022319483176,22.02,45.8,44.43,3.5297511336018106,1282.7,1221.199951,0.7889943663781707,867.849976,867.75,1.4932496401302675,5191.819824,5218.399902,1.1239035023569488,2162.709961,2164.199951,0.6663101422915041,2.117,2.222,1.8501598903608918,67.209999,67.546799,0.966953725543962,0,0,0,0,0,1,0,-1.8961477486482359,-2.9912663755458424,-4.794577765650576,-0.011519963445849601,0.5119607170712914,0.06889458257781644,4.9598488427019305,0.5011159128271991,-1.1565433461368735,-2.69126112072251,-0.8104812949007556,-1.7167339792589775,-3.0759162303665044,-0.08726003490402423,0.6512849845960123,-3.500596523113386,1.359146582378501,-2.163375098748921,-0.7014698774347239,-0.6900294051241151,-1.734844389435919,0.18430535554054828,-0.32598643901998736,-0.22053292158457083,-0.15132914860879199,-0.22007211342270905,0.0,4.9598488427019305,0.0,0.9993252986498113,1.5626793970604735,1.0562703454497724
2016-11-15,8284.849609,8108.450195,2.4137498800621326,21.37,44.73,46.950001,5.7743912264995645,1224.300049,1224.0,0.2862985685071484,870.400024,872.6400150000001,0.728682372018663,5241.350098,5275.620117,0.9703520458343329,2168.290039,2180.389893,0.6674824260265666,2.215,2.238,1.8627896410722267,67.849998,67.775497,0.4915023609064262,0,0,0,0,0,0,0,-2.1291806408697433,4.963114241001576,-0.024507799394846153,0.2573519000730107,0.6538395329302116,0.5580366916955626,1.0383747178329683,-0.10980250876352349,-2.031546464104006,-2.264257734355113,-0.13801569698697058,-2.336244541484722,5.671845599819947,0.6752194463200523,-4.552892414438303,0.22928669442765504,0.25385670851536535,0.2938351178798815,0.5635280898876438,0.30539026217228926,0.9540060263847794,1.0965088163915837,0.4397937381380723,0.25801323804972576,0.7480797692708263,0.18898845266630548,4.629192253188474,0.7200720072007227,-0.31503150315032036,0.9522377764058731,0.33857711007150293,0.44887249209248914
2016-11-16,8205.650391,8111.600098000001,1.4914567762952524,21.62,47.0,46.630001,2.78798573589798,1229.300049,1223.400024,0.5151307440719455,875.2299800000001,868.929993,1.2758341098641157,5253.740234000001,5294.580078,0.909198250222043,2177.530029,2176.939941,0.3231755896490274,2.279,2.2230000000000003,3.3560090702947853,67.727997,67.748001,0.7425141775377453,0,0,0,0,0,0,0,-1.1461650023885106,-0.7872319148936158,-0.47994995239766247,-0.7198093237162806,0.7773479879287004,-0.027098960388205473,-2.4572180781044173,0.02953579152797925,-0.955952391869197,0.038847164676947266,1.198751841134027,5.074893807288183,-0.6815761303178625,0.10649414043675254,0.4083966184665222,-0.04901764705882439,0.43301053921567245,0.5549122089638203,-0.4251491951122732,0.29679649746523484,0.2363920701410338,0.35938829141437534,-0.4147357564562748,0.42614179071087666,-0.15822638011099288,-0.13116296352232437,2.8893905191873515,-0.6702412868632601,1.8319928507596117,-0.17980988002387344,-0.04056923404043289,-0.07008432560812183
