Date,Open,High,Low,Close,Adj Close,Volume
2007-09-17,75.540001,77.040001,75.540001,76.980003,76.980003,2573.0
2007-09-18,76.66999799999999,78.33000200000001,76.33000200000001,77.589996,77.589996,3427.0
2007-09-19,78.040001,78.559998,77.459999,78.470001,78.470001,3109.0
2007-09-20,77.870003,79.269997,77.82,79.089996,79.089996,2426.0
2007-09-21,79.25,79.949997,78.480003,79.300003,79.300003,2768.0
2007-09-24,78.650002,79.470001,78.230003,78.910004,78.910004,2619.0
2007-09-25,78.41999799999999,78.480003,77.190002,77.620003,77.620003,4042.0
2007-09-26,77.900002,78.279999,76.379997,77.43,77.43,4071.0
2007-09-27,78.010002,80.18,78.010002,80.029999,80.029999,3604.0
2007-09-28,80.059998,81.029999,78.91999799999999,79.16999799999999,79.16999799999999,2607.0
2007-10-01,78.83000200000001,78.940002,76.940002,77.639999,77.639999,4079.0
2007-10-02,77.07,77.449997,76.33000200000001,77.379997,77.379997,3748.0
2007-10-03,77.41999799999999,77.809998,76.870003,77.379997,77.379997,3765.0
2007-10-04,76.980003,79.239998,76.559998,78.970001,78.970001,3821.0
2007-10-05,79.040001,79.08000200000001,78.190002,78.900002,78.900002,3024.0
2007-10-08,78.339996,78.339996,76.160004,76.58000200000001,76.58000200000001,2623.0
2007-10-09,75.91999799999999,78.160004,75.66999799999999,77.489998,77.489998,2981.0
2007-10-10,77.440002,78.650002,76.989998,78.599998,78.599998,5814.0
2007-10-11,79.43,80.68,79.099998,80.150002,80.150002,3076.0
2007-10-12,79.870003,80.889999,79.790001,80.550003,80.550003,1864.0
2007-10-15,81.400002,82.860001,81.370003,82.75,82.75,1211.0
2007-10-16,82.93,83.790001,82.16999799999999,83.550003,83.550003,3747.0
2007-10-17,83.279999,84.410004,82.66999799999999,83.129997,83.129997,4623.0
2007-10-18,83.339996,84.699997,83.139999,84.599998,84.599998,3256.0
2007-10-19,84.650002,84.660004,83.16999799999999,83.790001,83.790001,3570.0
2007-10-22,81.949997,84.07,81.949997,83.269997,83.269997,3145.0
2007-10-23,83.559998,83.58000200000001,82.360001,82.849998,82.849998,3005.0
2007-10-24,82.739998,84.470001,82.699997,84.370003,84.370003,2766.0
2007-10-25,85.559998,87.57,85.33000200000001,87.480003,87.480003,2467.0
2007-10-26,88.139999,88.75,87.639999,88.690002,88.690002,2952.0
2007-10-29,89.589996,90.43,88.779999,90.32,90.32,2303.0
2007-10-30,88.980003,89.550003,86.910004,87.440002,87.440002,4041.0
2007-10-31,88.309998,90.900002,86.940002,90.629997,90.629997,2093.0
2007-11-01,91.199997,91.25,88.599998,89.720001,89.720001,3831.0
2007-11-02,90.610001,92.230003,90.260002,92.08000200000001,92.08000200000001,1781.0
2007-11-05,90.58000200000001,92.269997,90.260002,90.489998,90.489998,1992.0
2007-11-06,92.32,93.540001,92.209999,93.260002,93.260002,2594.0
2007-11-07,94.379997,94.589996,91.75,93.239998,93.239998,2778.0
2007-11-08,93.91999799999999,94.739998,92.519997,92.790001,92.790001,2421.0
2007-11-09,92.050003,93.769997,91.809998,93.18,93.18,2177.0
2007-11-12,92.260002,92.379997,91.0,91.980003,91.980003,2000.0
2007-11-13,91.010002,91.339996,87.910004,88.83000200000001,88.83000200000001,2488.0
2007-11-14,89.58000200000001,91.550003,89.41999799999999,91.360001,91.360001,1082.0
2007-11-15,90.559998,90.650002,88.720001,90.230003,90.230003,935.0
2007-11-16,90.93,91.949997,90.889999,91.620003,91.620003,1032.0
2007-11-19,92.32,92.519997,91.019997,92.279999,92.279999,986.0
2007-11-20,93.480003,95.730003,93.160004,95.489998,95.489998,2063.0
2007-11-21,95.629997,96.139999,94.040001,94.839996,94.839996,1649.0
2007-11-23,,,,,,
2007-11-26,95.970001,96.120003,94.290001,95.32,95.32,1358.0
2007-11-27,93.860001,93.860001,92.43,92.519997,92.519997,2162.0
2007-11-28,92.959999,93.370003,89.660004,89.809998,89.809998,2968.0
2007-11-29,91.720001,91.93,89.75,90.220001,90.220001,2605.0
2007-11-30,88.709999,90.150002,87.910004,88.260002,88.260002,1332.0
2007-12-03,87.650002,90.029999,87.050003,89.800003,89.800003,1804.0
2007-12-04,90.019997,90.349998,88.989998,89.529999,89.529999,1948.0
2007-12-05,91.019997,91.220001,88.370003,88.489998,88.489998,1864.0
2007-12-06,87.5,90.629997,87.059998,90.18,90.18,2366.0
2007-12-07,89.970001,90.410004,87.550003,88.639999,88.639999,1496.0
2007-12-10,88.209999,89.839996,87.5,88.040001,88.040001,1526.0
2007-12-11,88.510002,90.360001,88.199997,89.989998,89.989998,1939.0
2007-12-12,90.389999,94.440002,90.389999,94.019997,94.019997,1383.0
2007-12-13,94.040001,94.33000200000001,92.010002,92.120003,92.120003,1064.0
2007-12-14,92.309998,93.309998,91.129997,91.690002,91.690002,2077.0
2007-12-17,91.800003,92.339996,90.150002,91.290001,91.290001,1859.0
2007-12-18,91.58000200000001,92.879997,89.360001,90.120003,90.120003,1446.0
2007-12-19,90.699997,92.279999,89.790001,91.480003,91.480003,1047.0
2007-12-20,92.239998,92.239998,90.709999,90.879997,90.879997,1137.0
2007-12-21,90.760002,92.91999799999999,90.709999,92.459999,92.459999,885.0
2007-12-24,,,,,,
2007-12-26,93.08000200000001,95.040001,92.839996,93.940002,93.940002,1335.0
2007-12-27,94.110001,95.860001,93.57,94.779999,94.779999,1453.0
2007-12-28,95.190002,95.849998,93.849998,93.879997,93.879997,1108.0
2007-12-31,93.900002,95.260002,93.279999,93.849998,93.849998,1108.0
2008-01-02,94.300003,98.019997,94.199997,97.839996,97.839996,1149.0
2008-01-03,97.5,98.470001,97.07,97.599998,97.599998,1386.0
2008-01-04,97.739998,97.889999,96.209999,96.790001,96.790001,1240.0
2008-01-07,96.82,97.459999,93.730003,94.389999,94.389999,1826.0
2008-01-08,95.440002,96.66999799999999,94.510002,95.540001,95.540001,1082.0
2008-01-09,95.639999,96.709999,94.120003,94.370003,94.370003,1903.0
2008-01-10,94.239998,94.83000200000001,92.16999799999999,92.220001,92.220001,2675.0
2008-01-11,91.68,92.559998,90.849998,91.07,91.07,1646.0
2008-01-14,91.199997,93.019997,91.199997,92.91999799999999,92.91999799999999,1873.0
2008-01-15,92.959999,93.0,90.360001,90.980003,90.980003,1165.0
2008-01-16,89.949997,90.470001,88.32,89.5,89.5,918.0
2008-01-17,90.07,90.690002,88.199997,88.75,88.75,1170.0
2008-01-18,89.150002,89.959999,88.720001,89.230003,89.230003,1170.0
2008-01-22,88.599998,88.870003,85.099998,88.449997,88.449997,2072.0
2008-01-23,88.470001,88.639999,86.389999,86.620003,86.620003,1197.0
2008-01-24,87.660004,89.32,86.900002,89.07,89.07,1392.0
2008-01-25,90.089996,91.370003,89.410004,90.900002,90.900002,2660.0
2008-01-28,89.900002,91.739998,89.32,91.379997,91.379997,1328.0
2008-01-29,91.269997,92.209999,91.040001,92.0,92.0,1358.0
2008-01-30,92.43,92.760002,91.480003,92.529999,92.529999,848.0
2008-01-31,91.449997,92.800003,90.199997,92.209999,92.209999,1865.0
2008-02-01,91.41999799999999,92.440002,88.980003,89.440002,89.440002,2110.0
2008-02-04,89.010002,91.110001,88.660004,90.400002,90.400002,1760.0
2008-02-05,89.489998,89.730003,88.089996,88.82,88.82,1819.0
2008-02-06,88.510002,89.57,87.550003,87.779999,87.779999,1381.0
2008-02-07,87.5,88.75,86.849998,88.510002,88.510002,3593.0
2008-02-08,89.650002,92.300003,89.110001,91.940002,91.940002,2755.0
2008-02-11,92.040001,94.510002,91.110001,93.529999,93.529999,1816.0
2008-02-12,92.57,94.129997,92.220001,92.860001,92.860001,1484.0
2008-02-13,93.529999,93.980003,92.400002,93.32,93.32,708.0
2008-02-14,93.910004,95.309998,93.07,95.160004,95.160004,1054.0
2008-02-15,95.029999,95.779999,94.040001,94.629997,94.629997,1054.0
2008-02-19,94.480003,98.720001,94.480003,98.559998,98.559998,1837.0
2008-02-20,97.480003,99.199997,96.779999,98.41999799999999,98.41999799999999,1361.0
2008-02-21,98.879997,98.91999799999999,95.510002,96.239998,96.239998,2049.0
2008-02-22,96.260002,97.550003,95.75,97.010002,97.010002,1117.0
2008-02-25,97.860001,98.150002,96.349998,97.690002,97.690002,1547.0
2008-02-26,97.650002,99.75,97.209999,99.470001,99.470001,2272.0
2008-02-27,100.059998,100.489998,97.989998,98.269997,98.269997,1629.0
2008-02-28,98.129997,101.279999,97.510002,100.900002,100.900002,2029.0
2008-02-29,101.239998,101.239998,99.68,100.099998,100.099998,1601.0
2008-03-03,100.25,102.260002,99.260002,100.480003,100.480003,2539.0
2008-03-04,100.599998,101.309998,96.989998,97.519997,97.519997,5074.0
2008-03-05,97.599998,102.019997,97.58000200000001,101.639999,101.639999,3129.0
2008-03-06,101.620003,102.91999799999999,100.290001,102.610001,102.610001,3977.0
2008-03-07,102.41999799999999,103.940002,101.389999,102.379997,102.379997,3166.0
2008-03-10,102.190002,104.41999799999999,101.199997,104.160004,104.160004,2395.0
2008-03-11,104.949997,105.790001,103.309998,105.25,105.25,2684.0
2008-03-12,105.099998,106.389999,104.019997,106.269997,106.269997,1607.0
2008-03-13,106.400002,107.860001,105.629997,107.540001,107.540001,674.0
2008-03-14,106.160004,106.980003,105.08000200000001,106.199997,106.199997,768.0
2008-03-17,102.870003,104.16999799999999,99.690002,101.75,101.75,933.0
2008-03-18,102.08000200000001,106.110001,101.760002,105.559998,105.559998,1949.0
2008-03-19,103.949997,104.25,100.18,100.720001,100.720001,2602.0
2008-03-20,99.93,100.790001,97.980003,100.379997,100.379997,1843.0
2008-03-24,99.620003,101.209999,99.050003,99.860001,99.860001,615.0
2008-03-25,100.260002,101.07,98.860001,100.599998,100.599998,1484.0
2008-03-26,101.290001,104.120003,101.019997,103.989998,103.989998,2573.0
2008-03-27,104.400002,105.540001,103.440002,105.0,105.0,1559.0
2008-03-28,105.089996,105.370003,103.040001,103.769997,103.769997,1039.0
2008-03-31,103.529999,105.309998,99.160004,100.300003,100.300003,2274.0
2008-04-01,100.029999,101.470001,98.980003,100.16999799999999,100.16999799999999,1611.0
2008-04-02,100.68,103.970001,99.110001,103.75,103.75,1605.0
2008-04-03,102.25,104.5,102.129997,102.519997,102.519997,1190.0
2008-04-04,103.110001,105.029999,102.739998,104.900002,104.900002,1108.0
2008-04-07,105.610001,107.489998,104.629997,107.139999,107.139999,1121.0
2008-04-08,107.379997,107.650002,105.720001,106.339996,106.339996,1189.0
2008-04-09,105.970001,109.519997,105.790001,108.470001,108.470001,2562.0
2008-04-10,109.239998,109.949997,106.839996,108.199997,108.199997,2029.0
2008-04-11,108.709999,109.110001,107.730003,108.75,108.75,1574.0
2008-04-14,108.720001,110.010002,108.129997,109.839996,109.839996,1079.0
2008-04-15,110.089996,111.870003,110.089996,111.58000200000001,111.58000200000001,605.0
2008-04-16,111.610001,112.839996,110.120003,112.660004,112.660004,1213.0
2008-04-17,112.879997,113.209999,111.800003,112.43,112.43,1098.0
2008-04-18,111.879997,114.16999799999999,110.660004,113.91999799999999,113.91999799999999,936.0
2008-04-21,114.300003,114.860001,113.059998,114.43,114.43,1016.0
2008-04-22,114.790001,116.730003,113.959999,115.949997,115.949997,1396.0
2008-04-23,115.41999799999999,116.639999,114.629997,116.459999,116.459999,966.0
2008-04-24,115.690002,116.809998,112.699997,114.339996,114.339996,2426.0
2008-04-25,113.639999,117.58000200000001,112.519997,116.339996,116.339996,1229.0
2008-04-28,116.900002,117.470001,116.07,116.739998,116.739998,630.0
2008-04-29,115.32,115.839996,113.040001,113.43,113.43,1545.0
2008-04-30,113.139999,114.629997,111.239998,111.360001,111.360001,2069.0
2008-05-01,112.110001,112.91999799999999,108.449997,110.5,110.5,1253.0
2008-05-02,111.25,114.769997,110.720001,114.559998,114.559998,1433.0
2008-05-05,115.199997,118.57,114.25,117.989998,117.989998,693.0
2008-05-06,118.389999,121.019997,117.720001,120.309998,120.309998,1137.0
2008-05-07,120.610001,122.730003,119.349998,122.32,122.32,1550.0
2008-05-08,122.07,123.809998,120.93,122.839996,122.839996,854.0
2008-05-09,124.25,125.870003,123.769997,125.400002,125.400002,1383.0
2008-05-12,124.589996,125.16999799999999,122.540001,122.910004,122.910004,1327.0
2008-05-13,122.949997,124.940002,121.93,124.099998,124.099998,1721.0
2008-05-14,123.300003,124.260002,121.620003,121.860001,121.860001,897.0
2008-05-15,123.620003,125.529999,120.129997,122.629997,122.629997,296.0
2008-05-16,124.870003,126.309998,124.160004,124.989998,124.989998,1345.0
2008-05-19,124.260002,126.010002,123.650002,125.059998,125.059998,1030.0
2008-05-20,125.029999,128.050003,124.540001,127.839996,127.839996,1055.0
2008-05-21,128.520004,133.58999599999999,127.91999799999999,132.699997,132.699997,1442.0
2008-05-22,133.820007,135.110001,131.520004,130.509995,130.509995,1953.0
2008-05-23,132.220001,133.729996,130.110001,131.570007,131.570007,1953.0
2008-05-27,132.559998,133.380005,127.870003,128.309998,128.309998,1968.0
2008-05-28,128.96000700000002,131.139999,126.08000200000001,130.929993,130.929993,2178.0
2008-05-29,130.550003,132.550003,126.300003,126.889999,126.889999,3138.0
2008-05-30,125.099998,128.970001,125.099998,127.779999,127.779999,2604.0
2008-06-02,127.110001,129.199997,125.739998,128.020004,128.020004,1457.0
2008-06-03,128.03999299999998,128.059998,124.220001,124.58000200000001,124.58000200000001,1691.0
2008-06-04,123.449997,124.66999799999999,121.720001,122.099998,122.099998,1157.0
2008-06-05,121.989998,127.839996,121.389999,127.540001,127.540001,1422.0
2008-06-06,128.809998,137.53999299999998,127.279999,137.690002,137.690002,1510.0
2008-06-09,137.110001,137.479996,132.5,133.91000400000001,133.91000400000001,1393.0
2008-06-10,133.21000700000002,137.690002,130.820007,131.020004,131.020004,1832.0
2008-06-11,132.600006,137.229996,131.729996,135.020004,135.020004,930.0
2008-06-12,133.559998,136.669998,131.33999599999999,136.08999599999999,136.08999599999999,723.0
2008-06-13,136.669998,137.46000700000002,134.220001,135.110001,135.110001,544.0
2008-06-16,135.139999,139.100006,132.970001,134.71000700000002,134.71000700000002,996.0
2008-06-17,134.610001,135.240005,132.009995,133.720001,133.720001,1411.0
2008-06-18,133.58999599999999,135.03999299999998,132.199997,136.440002,136.440002,751.0
2008-06-19,136.770004,137.369995,131.970001,132.0,132.0,1667.0
2008-06-20,132.949997,136.75,131.550003,134.860001,134.860001,998.0
2008-06-23,136.970001,137.279999,133.690002,135.91000400000001,135.91000400000001,1175.0
2008-06-24,136.809998,137.720001,135.470001,136.46000700000002,136.46000700000002,1660.0
2008-06-25,137.020004,137.179993,132.070007,134.330002,134.330002,1438.0
2008-06-26,134.940002,140.550003,133.550003,139.830002,139.830002,1771.0
2008-06-27,140.380005,142.91000400000001,139.029999,140.309998,140.309998,1472.0
2008-06-30,142.350006,143.860001,139.759995,139.830002,139.830002,562.0
2008-07-01,141.600006,143.360001,140.320007,140.669998,140.669998,811.0
2008-07-02,141.639999,144.899994,140.490005,144.259995,144.259995,1064.0
2008-07-03,,,,,,
2008-07-07,143.270004,143.949997,140.369995,141.869995,141.869995,1332.0
2008-07-08,139.270004,139.429993,135.619995,136.429993,136.429993,1547.0
2008-07-09,137.990005,138.850006,136.080002,136.580002,136.580002,631.0
2008-07-10,136.440002,142.41000400000001,136.229996,142.029999,142.029999,1035.0
2008-07-11,144.759995,147.429993,141.649994,144.490005,144.490005,1581.0
2008-07-14,143.759995,145.240005,142.309998,143.919998,143.919998,699.0
2008-07-15,145.279999,145.509995,136.649994,138.75,138.75,621.0
